municipio_oj,Meta1,Meta2A,Meta2Ant,Meta4A,Meta4B
ITAPETININGA,250.0,142.8571,0.0,0.0,0.0
ITAPEVA,18.0,142.5765,0.0,0.0,0.0
ITAPEVI,33.3333,137.7184,0.0,0.0,14.2857
ITAPIRA,20.0,142.8571,0.0,0.0,0.0
ITAPOLIS,0.0,142.8571,0.0,0.0,0.0
ITAQUAQUECETUBA,33.3333,142.8571,0.0,0.0,0.0
ITARARE,0.0,142.8571,0.0,0.0,0.0
ITATIBA,20.0,140.6308,0.0,0.0,0.0
ITU,12.5,142.5499,0.0,0.0,0.0
ITUVERAVA,100.0,142.8571,0.0,0.0,100.0
JABOTICABAL,36.8421,142.5129,0.0,0.0,0.0
JACAREI,19.0476,134.6055,0.0,0.0,0.0
JACUPIRANGA,74.1935,142.8571,0.0,0.0,100.0
JALES,14.2857,142.4679,0.0,0.0,0.0
JANDIRA,186.3636,140.6844,0.0,0.0,0.0
JARDINOPOLIS,0.0,142.8571,0.0,0.0,0.0
JAU,0.0,142.2764,0.0,0.0,0.0
JOSE BONIFACIO,71.4286,140.3834,0.0,0.0,0.0
JUNDIAI,80.0,142.8571,0.0,0.0,23.5294
JUNQUEIROPOLIS,0.0,142.8571,0.0,0.0,0.0
JUQUIA,0.0,142.8571,0.0,0.0,0.0
LEME,25.0,142.8571,0.0,0.0,0.0
LENCOIS PAULISTA,72.0,136.4922,0.0,0.0,100.0
LIMEIRA,100.0,131.8681,0.0,0.0,0.0
LINS,100.0,142.8571,0.0,0.0,0.0
LUCELIA,0.0,142.8571,0.0,0.0,100.0
MAIRIPORA,0.0,142.8571,0.0,0.0,100.0
MARILIA,500.0,140.0,0.0,0.0,6.25
MARTINOPOLIS,31.4286,141.4966,0.0,0.0,0.0
MATAO,100.0,142.8571,0.0,0.0,0.0
MAUA,50.0,139.6904,0.0,0.0,7.6923
MIGUELOPOLIS,33.3333,141.4835,0.0,0.0,0.0
MIRACATU,0.0,142.8571,0.0,0.0,0.0
MIRASSOL,0.0,138.0459,0.0,0.0,0.0
MOCOCA,110.0,141.3994,0.0,0.0,0.0
MOGI DAS CRUZES,116.6667,142.2194,0.0,0.0,25.0
MOGI GUAÇU,50.0,142.8571,0.0,0.0,0.0
MOJI MIRIM,17.1429,142.8571,0.0,0.0,0.0
MONTE ALTO,33.3333,142.8571,0.0,0.0,0.0
MONTE APRAZIVEL,200.0,142.8571,0.0,0.0,0.0
MONTE AZUL PAULISTA,0.0,142.8571,0.0,0.0,0.0
MONTE MOR,0.0,142.0455,0.0,0.0,0.0
MORRO AGUDO,0.0,142.8571,0.0,0.0,0.0
NHANDEARA,200.0,142.8571,0.0,0.0,0.0
NOVA GRANADA,16.6667,142.8571,0.0,0.0,0.0
NOVA ODESSA,50.0,142.8571,0.0,0.0,0.0
NOVO HORIZONTE,200.0,142.8571,0.0,0.0,0.0
OLIMPIA,50.0,141.844,0.0,0.0,0.0
ORLANDIA,40.0,142.8571,0.0,0.0,0.0
OSASCO,28.5714,125.78,0.0,0.0,0.0
OSVALDO CRUZ,50.0,142.8571,0.0,0.0,0.0
OURINHOS,68.0,88.137,50.0,0.0,0.0
PALMEIRA D OESTE,200.0,142.8571,0.0,0.0,0.0
PARAGUACU PAULISTA,0.0,142.8571,0.0,0.0,0.0
PARAIBUNA,0.0,142.8571,0.0,0.0,0.0
PAULINIA,58.3333,132.4405,0.0,0.0,0.0
PAULO DE FARIA,0.0,142.8571,0.0,0.0,0.0
PEDERNEIRAS,50.0,142.8571,0.0,0.0,0.0
PEDREGULHO,100.0,117.4714,0.0,0.0,0.0
PEDREIRA,0.0,142.8571,0.0,0.0,100.0
PENAPOLIS,57.1429,142.8571,0.0,0.0,66.6667
PEREIRA BARRETO,125.0,142.33,0.0,0.0,100.0
PERUIBE,0.0,122.449,0.0,0.0,0.0
PIEDADE,100.0,142.8571,0.0,0.0,0.0
PINDAMONHANGABA,65.3846,122.3739,0.0,0.0,0.0
PIRACAIA,22.2222,142.8571,0.0,0.0,0.0
PIRACICABA,26.3158,138.6094,0.0,0.0,0.0
PIRAJU,150.0,142.8571,0.0,0.0,0.0
PIRAJUI,7.6923,127.2321,0.0,0.0,0.0
PIRAPOZINHO,236.3636,142.8571,0.0,0.0,0.0
PIRASSUNUNGA,0.0,142.8571,0.0,0.0,0.0
PITANGUEIRAS,20.0,125.2747,0.0,0.0,0.0
POA,64.2857,142.8571,0.0,0.0,0.0
POMPEIA,200.0,142.8571,0.0,0.0,100.0
PORTO FELIZ,0.0,142.8571,0.0,0.0,0.0
PRAIA GRANDE,1200.0,142.8571,0.0,0.0,62.5
PRESIDENTE BERNARDES,50.0,142.8571,0.0,0.0,0.0
PRESIDENTE EPITACIO,125.0,133.3333,0.0,0.0,100.0
PRESIDENTE PRUDENTE,103.3333,141.3844,0.0,0.0,0.0
PRESIDENTE VENCESLAU,100.0,142.8571,0.0,0.0,0.0
PROMISSAO,0.0,119.0476,0.0,0.0,0.0
RANCHARIA,175.0,142.8571,0.0,0.0,0.0
REGENTE FEIJO,0.0,142.8571,0.0,0.0,0.0
REGISTRO,85.7143,141.8951,0.0,0.0,0.0
RIBEIRAO BONITO,21.4286,142.8571,0.0,0.0,0.0
RIBEIRAO PIRES,61.5385,142.8571,0.0,0.0,0.0
RIBEIRAO PRETO,109.0909,141.7411,0.0,0.0,43.75
SANTA ADELIA,0.0,142.8571,0.0,0.0,0.0
SANTA BARBARA D OESTE,0.0,142.8571,0.0,0.0,33.3333
SANTA CRUZ DO RIO PARDO,123.0769,142.4955,0.0,0.0,0.0
SANTA FE DO SUL,100.0,142.3662,0.0,0.0,0.0
SANTA ISABEL,72.7273,142.3377,0.0,0.0,0.0
SANTA RITA DO PASSA QUATRO,5.0,142.8571,0.0,0.0,0.0
SANTANA DE PARNAIBA,100.0,142.8571,0.0,0.0,33.3333
SANTO ANASTACIO,44.0,115.3274,0.0,0.0,0.0
SANTO ANDRE,76.1905,141.9511,0.0,0.0,21.0526
SANTOS,50.0,142.2644,0.0,0.0,16.6667
SAO BERNARDO DO CAMPO,25.9259,134.4165,0.0,0.0,11.1111
SAO CAETANO DO SUL,130.0,141.6957,0.0,0.0,57.1429
SAO JOAO DA BOA VISTA,100.0,142.8571,0.0,0.0,50.0
SAO JOAQUIM DA BARRA,50.0,142.8571,0.0,0.0,0.0
SAO JOSE DO RIO PARDO,70.5882,133.5979,0.0,0.0,0.0
SAO JOSE DO RIO PRETO,65.9574,140.8591,0.0,0.0,25.0
SAO JOSE DOS CAMPOS,36.3636,142.0168,0.0,0.0,25.0
SAO LUIS DO PARAITINGA,24.1379,142.288,0.0,0.0,0.0
SAO MANUEL,0.0,142.8571,0.0,0.0,0.0
SAO MIGUEL ARCANJO,26.9231,112.4822,0.0,0.0,0.0
SAO PAULO,142.5101,110.6417,0.0,0.0,19.8083
SAO PEDRO,5.4054,140.8016,0.0,0.0,0.0
SAO ROQUE,225.0,142.2501,100.0,0.0,100.0
SAO SIMAO,30.303,142.8571,0.0,0.0,0.0
SAO VICENTE,113.3333,138.2735,0.0,0.0,0.0
SERRA NEGRA,90.9091,142.8571,0.0,0.0,0.0
SERRANA,0.0,141.8581,0.0,0.0,0.0
SERTAOZINHO,200.0,142.0546,0.0,0.0,0.0
SOCORRO,200.0,142.8571,0.0,0.0,0.0
SOROCABA,67.8571,142.2387,0.0,0.0,22.2222
SUMARE,42.8571,142.2374,0.0,0.0,12.5
SUZANO,60.0,142.8571,0.0,0.0,0.0
TABOAO DA SERRA,58.3333,140.7121,0.0,0.0,0.0
TANABI,65.2174,142.1603,0.0,0.0,0.0
TAQUARITINGA,66.6667,142.8571,0.0,0.0,0.0
TAQUARITUBA,22.2222,142.8571,0.0,0.0,0.0
TATUI,125.0,142.8571,0.0,0.0,57.1429
TAUBATE,400.0,136.9863,0.0,0.0,0.0
TEODORO SAMPAIO,300.0,133.9713,0.0,0.0,0.0
TIETE,60.0,142.8571,0.0,0.0,0.0
TREMEMBE,100.0,142.8571,0.0,0.0,0.0
TUPI PAULISTA,0.0,142.4189,0.0,0.0,0.0
TUPÃ,100.0,142.8571,0.0,0.0,11.1111
UBATUBA,0.0,141.522,0.0,0.0,50.0
URUPES,25.0,142.8571,0.0,0.0,100.0
VALINHOS,0.0,141.5584,0.0,0.0,9.0909
VALPARAISO,0.0,142.8571,0.0,0.0,0.0
VARGEM GRANDE DO SUL,37.5,142.8571,0.0,0.0,0.0
VARZEA PAULISTA,0.0,142.8571,0.0,0.0,0.0
VINHEDO,100.0,142.8571,0.0,0.0,0.0
VOTORANTIM,7.1429,142.1499,0.0,0.0,0.0
VOTUPORANGA,80.6452,142.5339,0.0,0.0,0.0
BARIRI,4.1667,62.6566,0.0,0.0,0.0
COLINA,100.0,142.8571,0.0,0.0,0.0
DESCALVADO,0.0,142.8571,0.0,0.0,0.0
GUARARAPES,325.0,142.8571,0.0,0.0,0.0
GUARIBA,0.0,142.8571,0.0,0.0,0.0
LORENA,97.3684,142.4955,0.0,0.0,0.0
MIRANDOPOLIS,0.0,141.321,0.0,0.0,0.0
PORTO FERREIRA,12.5,142.8571,0.0,0.0,0.0
SALTO,50.0,141.5344,0.0,0.0,0.0
SANTA BRANCA,50.0,142.8571,0.0,0.0,0.0
ARAGUAINA,85.7143,142.1865,0.0,0.0,0.0
ARAGUATINS,100.0,142.8571,0.0,0.0,0.0
ARAPOEMA,50.0,141.522,0.0,0.0,0.0
ARRAIAS,0.0,142.8571,0.0,0.0,0.0
AUGUSTINOPOLIS,100.0,142.8571,0.0,0.0,0.0
COLINAS DO TOCANTINS,0.0,142.8571,0.0,0.0,0.0
COLMEIA,300.0,138.9432,0.0,0.0,0.0
CRISTALANDIA,0.0,141.8067,0.0,0.0,0.0
DIANOPOLIS,0.0,141.6862,0.0,0.0,0.0
FILADELFIA,0.0,142.8571,0.0,0.0,0.0
FORMOSO DO ARAGUAIA,0.0,138.3363,0.0,0.0,0.0
GOIATINS,0.0,141.6465,0.0,0.0,0.0
GUARAI,0.0,138.9432,0.0,0.0,0.0
GURUPI,0.0,142.8571,0.0,0.0,0.0
ITACAJA,0.0,142.8571,0.0,0.0,0.0
ITAGUATINS,4.3478,142.1053,0.0,0.0,0.0
MIRACEMA DO TOCANTINS,75.0,138.58,0.0,0.0,0.0
MIRANORTE,0.0,142.328,0.0,0.0,0.0
NOVO ACORDO,100.0,140.6337,0.0,0.0,100.0
PARAISO DO TOCANTINS,84.6154,141.9726,0.0,0.0,0.0
PARANA,0.0,142.8571,0.0,0.0,0.0
PEDRO AFONSO,0.0,142.8571,0.0,0.0,0.0
PEIXE,100.0,142.8571,0.0,0.0,0.0
PONTE ALTA DO TOCANTINS,0.0,142.8571,0.0,0.0,0.0
PORTO NACIONAL,75.0,142.2492,0.0,0.0,0.0
TOCANTINOPOLIS,100.0,142.8571,0.0,0.0,0.0
WANDERLANDIA,0.0,142.0455,0.0,0.0,0.0
XAMBIOA,150.0,142.8571,0.0,0.0,0.0
