municipio_oj,Meta1,Meta2A,Meta2Ant,Meta4A,Meta4B
SINOP,0.0,142.8571,0.0,0.0,0.0
SORRISO,0.0,142.8571,0.0,0.0,0.0
TANGARA DA SERRA,0.0,142.8571,0.0,0.0,0.0
VARZEA GRANDE,0.0,140.8785,0.0,0.0,0.0
VERA,0.0,142.8571,0.0,0.0,0.0
VILA RICA,0.0,142.8571,0.0,0.0,0.0
ÁGUA BOA,0.0,142.0266,0.0,0.0,0.0
ABAETETUBA,350.0,142.3628,0.0,0.0,100.0
ACARÁ,5.0,142.8571,0.0,0.0,0.0
AFUÁ,0.0,142.8571,0.0,0.0,0.0
ALENQUER,54.5455,142.288,0.0,0.0,0.0
ALMEIRIM,0.0,142.8571,0.0,0.0,0.0
ALTAMIRA,40.0,142.8571,0.0,0.0,0.0
ANANINDEUA,11.1111,142.8571,0.0,0.0,0.0
AUGUSTO CORREA,100.0,142.8571,0.0,0.0,0.0
BAIÃO,20.0,142.8571,0.0,0.0,0.0
BARCARENA,0.0,142.8571,0.0,0.0,0.0
BELEM,84.5361,140.2325,0.0,0.0,20.438
BRAGANCA,100.0,142.8571,0.0,0.0,100.0
BREU BRANCO,0.0,142.8571,0.0,0.0,0.0
BREVES,16.6667,142.3488,0.0,0.0,0.0
CACHOEIRA DO ARARI,33.3333,142.8571,0.0,0.0,0.0
CAMETA,0.0,142.8571,0.0,0.0,0.0
CAPANEMA,33.3333,142.8571,0.0,0.0,0.0
CAPITAO POCO,0.0,142.8571,0.0,0.0,0.0
CASTANHAL,0.0,142.317,0.0,0.0,0.0
CHAVES,0.0,142.8571,0.0,0.0,0.0
CONCEICAO DO ARAGUAIA,83.3333,142.8571,0.0,0.0,0.0
CONCORDIA DO PARA,0.0,142.8571,0.0,0.0,0.0
CURIONOPOLIS,60.0,142.8571,0.0,0.0,0.0
CURRALINHO,100.0,142.8571,0.0,0.0,0.0
CURUCA,0.0,142.8571,0.0,0.0,0.0
DOM ELISEU,100.0,140.4461,0.0,0.0,0.0
GARRAFAO DO NORTE,0.0,142.8571,0.0,0.0,0.0
GURUPA,0.0,142.8571,0.0,0.0,0.0
IGARAPE-ACU,66.6667,141.321,0.0,0.0,0.0
IGARAPE-MIRI,10.0,142.8571,0.0,0.0,0.0
ITAITUBA,95.8333,142.2991,0.0,0.0,21.0526
ITUPIRANGA,150.0,142.8571,0.0,0.0,33.3333
JACAREACANGA,133.3333,142.0635,0.0,0.0,0.0
JACUNDA,0.0,142.8571,0.0,0.0,0.0
JURUTI,0.0,139.7289,0.0,0.0,0.0
LIMOEIRO DO AJURU,0.0,142.8571,0.0,0.0,0.0
MAE DO RIO,4.7619,142.4466,0.0,0.0,66.6667
MARABA,23.0769,142.4216,0.0,0.0,0.0
MARACANA,7.6923,134.5238,0.0,0.0,0.0
MARAPANIM,350.0,139.7683,0.0,0.0,0.0
MARITUBA,0.0,142.8571,0.0,0.0,0.0
MEDICILANDIA,0.0,142.8571,0.0,0.0,0.0
MELGACO,100.0,142.8571,0.0,0.0,0.0
MOJU,0.0,142.8571,0.0,0.0,0.0
MONTE ALEGRE,75.0,142.8571,0.0,0.0,0.0
MUANA,84.2105,125.158,0.0,0.0,0.0
NOVA TIMBOTEUA,150.0,141.3454,0.0,0.0,0.0
NOVO PROGRESSO,16.6667,137.1882,0.0,0.0,0.0
NOVO REPARTIMENTO,100.0,142.8571,0.0,0.0,100.0
OBIDOS,0.0,142.8571,0.0,0.0,0.0
OEIRAS DO PARA,100.0,142.8571,0.0,0.0,83.3333
ORIXIMINA,33.3333,142.8571,0.0,0.0,0.0
OUREM,0.0,142.8571,0.0,0.0,0.0
PACAJA,0.0,142.8571,0.0,0.0,0.0
PARAGOMINAS,0.0,142.8571,0.0,0.0,0.0
PARAUAPEBAS,14.2857,140.8163,0.0,0.0,0.0
PONTA DE PEDRAS,0.0,142.8571,0.0,0.0,0.0
PORTEL,0.0,142.8571,0.0,0.0,0.0
PORTO DE MOZ,0.0,142.8571,0.0,0.0,0.0
RIO MARIA,60.0,142.8571,0.0,0.0,0.0
RONDON DO PARA,0.0,142.8571,0.0,0.0,0.0
RUROPOLIS,0.0,141.522,0.0,0.0,0.0
SALINOPOLIS,250.0,141.5624,0.0,0.0,60.0
SANTA ISABEL DO PARA,100.0,142.8571,0.0,0.0,0.0
SANTANA DO ARAGUAIA,0.0,142.8571,0.0,0.0,0.0
SANTAREM,33.3333,142.1429,0.0,0.0,0.0
SAO FELIX DO XINGU,0.0,142.8571,0.0,0.0,0.0
SAO GERALDO DO ARAGUAIA,0.0,142.8571,0.0,0.0,0.0
SAO JOAO DO ARAGUAIA,33.3333,142.8571,0.0,0.0,0.0
SAO MIGUEL DO GUAMA,0.0,142.8571,0.0,0.0,0.0
SAO SEBASTIAO DA BOA VISTA,20.0,139.4286,0.0,0.0,0.0
SENADOR JOSE PORFIRIO,0.0,142.8571,0.0,0.0,0.0
SOURE,50.0,141.8219,0.0,0.0,0.0
TAILANDIA,20.0,142.1208,0.0,0.0,0.0
TERRA SANTA,75.0,142.8571,0.0,0.0,0.0
TOME-ACU,0.0,142.8571,0.0,0.0,0.0
TUCUMA,33.3333,141.6256,0.0,0.0,0.0
TUCURUI,0.0,142.2078,0.0,0.0,0.0
URUARA,23.0769,141.9472,0.0,0.0,0.0
VIGIA,100.0,142.8571,0.0,0.0,0.0
VISEU,50.0,142.8571,0.0,0.0,0.0
XINGUARA,71.4286,142.8571,0.0,0.0,0.0
ANAJÁS,0.0,142.8571,0.0,0.0,0.0
PRAINHA,0.0,142.8571,0.0,0.0,0.0
ALAGOA GRANDE,0.0,139.4692,0.0,0.0,0.0
ALAGOA NOVA,70.0,141.791,0.0,0.0,0.0
ALHANDRA,0.0,139.1941,0.0,0.0,0.0
ARARUNA,80.0,142.8571,0.0,0.0,0.0
AREIA,0.0,142.8571,0.0,0.0,0.0
BANANEIRAS,63.8298,126.2338,0.0,0.0,0.0
BAYEUX,19.0476,140.1869,0.0,0.0,0.0
BOQUEIRÃO,0.0,141.9111,0.0,0.0,0.0
CABEDELO,25.0,137.5,0.0,0.0,0.0
CAJAZEIRAS,200.0,142.8571,0.0,0.0,0.0
CAMPINA GRANDE,143.75,137.745,0.0,0.0,0.0
CATOLE DO ROCHA,0.0,142.8571,0.0,0.0,0.0
CONCEICAO,0.0,142.8571,0.0,0.0,0.0
COREMAS,50.0,140.4358,0.0,0.0,0.0
CUITE,0.0,142.8571,0.0,0.0,0.0
ESPERANCA,0.0,139.1941,0.0,0.0,0.0
GUARABIRA,7.6923,142.8571,0.0,0.0,0.0
GURINHEM,0.0,135.9725,0.0,0.0,0.0
INGA,200.0,142.8571,0.0,0.0,0.0
ITABAIANA,7.1429,137.9731,0.0,0.0,100.0
ITAPORANGA,80.0,142.8571,0.0,0.0,100.0
JACARAU,0.0,140.5056,0.0,0.0,0.0
JOAO PESSOA,117.9487,135.0181,0.0,0.0,20.6612
JUAZEIRINHO,0.0,141.953,0.0,0.0,33.3333
MAMANGUAPE,2.7778,109.8289,0.0,0.0,50.0
MONTEIRO,0.0,142.8571,0.0,0.0,0.0
PATOS,100.0,142.8571,0.0,0.0,0.0
PEDRAS DE FOGO,25.0,142.8571,0.0,0.0,0.0
PIANCÓ,0.0,141.953,0.0,0.0,0.0
PICUÍ,0.0,142.8571,0.0,0.0,0.0
POCINHOS,40.0,135.4839,0.0,0.0,0.0
POMBAL,0.0,142.8571,0.0,0.0,0.0
PRINCESA ISABEL,140.0,142.8571,0.0,0.0,0.0
REMIGIO,0.0,142.8571,0.0,0.0,0.0
RIO TINTO,50.0,142.8571,0.0,0.0,0.0
SANTA RITA,175.0,104.3535,0.0,0.0,36.3636
SAO JOAO DO RIO DO PEIXE,47.619,141.4068,0.0,0.0,100.0
SAO JOSE DE PIRANHAS,0.0,142.8571,0.0,0.0,0.0
SAPE,0.0,137.6936,0.0,0.0,0.0
SERRA BRANCA,0.0,142.8571,0.0,0.0,0.0
SOLANEA,0.0,142.8571,0.0,0.0,0.0
SOLEDADE,48.1481,137.3251,0.0,0.0,100.0
SOUSA,70.0,118.8878,0.0,0.0,0.0
SUME,0.0,138.9961,0.0,0.0,0.0
SÃO BENTO,100.0,139.5349,0.0,0.0,0.0
TAPEROA,0.0,142.8571,0.0,0.0,0.0
TEIXEIRA,6.0606,128.1633,0.0,0.0,33.3333
UMBUZEIRO,30.0,139.3728,0.0,0.0,0.0
ABREU E LIMA,66.6667,142.8571,0.0,0.0,0.0
AFOGADOS DA INGAZEIRA,0.0,140.4151,0.0,0.0,0.0
AFRÂNIO,0.0,142.8571,0.0,0.0,0.0
AGRESTINA,0.0,142.8571,0.0,0.0,0.0
AGUA PRETA,300.0,142.8571,0.0,0.0,0.0
ALTINHO,0.0,142.8571,0.0,0.0,0.0
AMARAJI,0.0,141.791,0.0,0.0,0.0
ARARIPINA,0.0,142.8571,0.0,0.0,0.0
ARCOVERDE,0.0,142.8571,0.0,0.0,0.0
BARREIROS,350.0,139.8268,0.0,0.0,0.0
BELEM DE SAO FRANCISCO,0.0,140.5896,0.0,0.0,0.0
BELO JARDIM,0.0,142.05,0.0,0.0,0.0
BETANIA,0.0,140.3509,0.0,0.0,0.0
BEZERROS,0.0,142.8571,0.0,0.0,0.0
BODOCO,100.0,142.8571,0.0,0.0,0.0
BOM CONSELHO,0.0,141.5584,0.0,0.0,0.0
BREJO DA MADRE DE DEUS,0.0,142.8571,0.0,0.0,0.0
CABO DE SANTO AGOSTINHO,75.0,142.8571,0.0,0.0,0.0
CABROBO,77.7778,142.8571,0.0,0.0,0.0
CAMARAGIBE,0.0,142.8571,0.0,0.0,0.0
CAMOCIM DE SAO FELIX,0.0,142.8571,0.0,0.0,0.0
CAPOEIRAS,0.0,142.8571,0.0,0.0,0.0
CARNAIBA,83.3333,140.873,0.0,0.0,0.0
CARPINA,0.0,141.8093,0.0,0.0,0.0
CARUARU,0.0,142.5044,0.0,0.0,0.0
CATENDE,0.0,142.8571,0.0,0.0,0.0
CONDADO,200.0,142.8571,0.0,0.0,0.0
CORRENTES,0.0,142.8571,0.0,0.0,0.0
CUSTODIA,0.0,142.8571,0.0,0.0,0.0
ESCADA,0.0,142.8571,0.0,0.0,0.0
EXU,0.0,142.8571,0.0,0.0,0.0
FEIRA NOVA,0.0,142.8571,0.0,0.0,0.0
FLORES,0.0,142.8571,0.0,0.0,0.0
FLORESTA,0.0,136.2637,0.0,0.0,0.0
GARANHUNS,16.6667,142.2925,0.0,0.0,0.0
GLORIA DO GOITA,0.0,141.7497,0.0,0.0,0.0
GOIANA,0.0,142.8571,0.0,0.0,0.0
GRAVATA,0.0,142.8571,0.0,0.0,0.0
IBIMIRIM,93.75,142.8571,0.0,0.0,0.0
IGARASSU,0.0,142.8571,0.0,0.0,0.0
ILHA DE ITAMARACÁ,0.0,142.8571,0.0,0.0,0.0
INAJA,0.0,142.8571,0.0,0.0,0.0
IPOJUCA,0.0,142.8571,0.0,0.0,0.0
ITAPETIM,0.0,142.8571,0.0,0.0,0.0
ITAÍBA,0.0,142.8571,0.0,0.0,0.0
JABOATAO DOS GUARARAPES,150.0,142.8571,0.0,0.0,0.0
JOAO ALFREDO,0.0,142.8571,0.0,0.0,0.0
LAJEDO,0.0,142.8571,0.0,0.0,0.0
LIMOEIRO,0.0,142.8571,0.0,0.0,0.0
MACAPARANA,0.0,142.0546,0.0,0.0,0.0
MIRANDIBA,100.0,142.8571,0.0,0.0,0.0
MORENO,0.0,141.5643,0.0,0.0,0.0
NAZARE DA MATA,66.6667,142.3662,0.0,0.0,0.0
OLINDA,50.0,140.2908,0.0,0.0,0.0
OURICURI,0.0,142.8571,0.0,0.0,0.0
PALMARES,0.0,142.8571,0.0,0.0,0.0
PARNAMIRIM,47.3684,142.8571,0.0,0.0,0.0
PASSIRA,20.0,142.8571,0.0,0.0,0.0
PAULISTA,50.0,141.9671,0.0,0.0,0.0
PEDRA,0.0,142.8571,0.0,0.0,0.0
PESQUEIRA,0.0,142.8571,0.0,0.0,0.0
PETROLANDIA,0.0,142.8571,0.0,0.0,0.0
PETROLINA,0.0,142.8571,0.0,0.0,0.0
QUIPAPA,0.0,141.7323,0.0,0.0,0.0
RECIFE,29.5082,137.101,0.0,0.0,0.0
RIBEIRAO,0.0,142.8571,0.0,0.0,0.0
RIO FORMOSO,150.0,140.734,0.0,0.0,0.0
SALGUEIRO,0.0,141.8984,0.0,0.0,0.0
SANTA CRUZ DO CAPIBARIBE,0.0,142.8571,0.0,0.0,0.0
SANTA MARIA DA BOA VISTA,100.0,142.8571,0.0,0.0,0.0
SAO BENTO DO UNA,0.0,140.8163,0.0,0.0,0.0
SAO CAITANO,0.0,142.8571,0.0,0.0,0.0
SAO JOAO,0.0,142.8571,0.0,0.0,0.0
SAO JOSE DO EGITO,0.0,142.8571,0.0,0.0,0.0
SAO LOURENCO DA MATA,0.0,142.8571,0.0,0.0,0.0
SERRA TALHADA,50.0,142.2811,0.0,0.0,0.0
SERRITA,0.0,142.8571,0.0,0.0,0.0
SERTANIA,50.0,142.8571,0.0,0.0,0.0
SURUBIM,40.0,141.4357,0.0,0.0,0.0
TABIRA,0.0,141.5929,0.0,0.0,0.0
TAQUARITINGA DO NORTE,0.0,142.8571,0.0,0.0,0.0
TIMBAUBA,0.0,142.8571,0.0,0.0,0.0
TORITAMA,0.0,142.8571,0.0,0.0,0.0
VERTENTES,0.0,142.8571,0.0,0.0,0.0
VITORIA DE SANTO ANTAO,24.0,139.2857,0.0,0.0,0.0
AGUAS BELAS,0.0,142.8571,0.0,0.0,0.0
BUIQUE,0.0,142.8571,0.0,0.0,0.0
LAGOA GRANDE,0.0,142.8571,0.0,0.0,0.0
PAUDALHO,0.0,142.8571,0.0,0.0,0.0
SALOA,0.0,142.8571,0.0,0.0,0.0
SAO JOSE DO BELMONTE,0.0,0.0,0.0,0.0,0.0
TACARATU,0.0,142.8571,0.0,0.0,0.0
VENTUROSA,0.0,142.8571,0.0,0.0,0.0
ALTOS,33.3333,139.8433,0.0,0.0,33.3333
AMARANTE,100.0,141.8219,0.0,0.0,0.0
AVELINO LOPES,0.0,140.3509,0.0,0.0,0.0
BARRAS,50.0,135.7143,0.0,0.0,0.0
BARRO DURO,6.6667,140.6593,0.0,0.0,0.0
BOM JESUS,66.6667,140.0742,0.0,0.0,0.0
BURITI DOS LOPES,0.0,137.1429,0.0,0.0,0.0
CAMPO MAIOR,52.1739,136.9963,0.0,0.0,40.0
CANTO DO BURITI,33.3333,142.8571,0.0,0.0,0.0
CARACOL,53.8462,142.8571,0.0,0.0,0.0
CASTELO DO PIAUI,14.2857,103.8961,0.0,0.0,0.0
COCAL,0.0,135.2041,0.0,0.0,66.6667
CORRENTE,55.5556,142.8571,0.0,0.0,0.0
CRISTINO CASTRO,13.6364,82.2511,0.0,0.0,0.0
DEMERVAL LOBAO,0.0,135.0294,0.0,0.0,0.0
ELESBAO VELOSO,0.0,141.5701,0.0,0.0,0.0
ESPERANTINA,11.1111,140.2359,0.0,0.0,0.0
FLORIANO,233.3333,136.6947,0.0,0.0,0.0
FRONTEIRAS,0.0,142.8571,0.0,0.0,0.0
GILBUES,33.3333,141.8719,0.0,0.0,0.0
GUADALUPE,0.0,142.8571,0.0,0.0,0.0
INHUMA,25.0,139.7516,0.0,0.0,0.0
ITAINOPOLIS,100.0,128.5714,0.0,0.0,0.0
ITAUEIRA,0.0,141.136,0.0,0.0,0.0
JAICOS,0.0,142.8571,0.0,0.0,0.0
JERUMENHA,0.0,142.8571,0.0,0.0,0.0
JOSE DE FREITAS,100.0,141.196,0.0,0.0,0.0
LUIS CORREIA,8.3333,138.7755,0.0,0.0,0.0
LUZILANDIA,0.0,138.9961,0.0,0.0,0.0
MANOEL EMIDIO,0.0,141.783,0.0,0.0,0.0
MATIAS OLIMPIO,0.0,141.0935,0.0,0.0,75.0
MIGUEL ALVES,100.0,142.8571,0.0,0.0,0.0
MONSENHOR GIL,14.2857,138.2979,0.0,0.0,0.0
OEIRAS,111.1111,138.1579,0.0,0.0,0.0
PADRE MARCOS,0.0,142.8571,0.0,0.0,0.0
PAES LANDIM,0.0,0.0,0.0,0.0,0.0
PARNAGUA,66.6667,141.522,0.0,0.0,0.0
PARNAIBA,30.0,140.3421,0.0,0.0,20.0
PAULISTANA,100.0,142.8571,0.0,0.0,0.0
PEDRO II,5.8824,114.5125,0.0,0.0,0.0
PICOS,40.0,134.5848,0.0,0.0,0.0
PIMENTEIRAS,0.0,0.0,0.0,0.0,0.0
PIO IX,90.0,142.8571,0.0,0.0,0.0
PIRACURUCA,0.0,138.3459,0.0,0.0,0.0
PIRIPIRI,28.5714,112.6374,0.0,0.0,0.0
PORTO,0.0,124.3043,0.0,0.0,0.0
REGENERACAO,0.0,142.8571,0.0,0.0,0.0
RIBEIRO GONCALVES,25.0,135.7143,0.0,0.0,0.0
SAO JOAO DO PIAUI,48.0,124.092,0.0,0.0,0.0
SAO MIGUEL DO TAPUIO,72.7273,132.6531,0.0,0.0,0.0
SAO PEDRO DO PIAUI,118.1818,132.7434,0.0,0.0,0.0
SAO RAIMUNDO NONATO,180.0,140.444,0.0,0.0,0.0
SIMOES,33.3333,130.1587,0.0,0.0,0.0
SIMPLICIO MENDES,300.0,140.8451,0.0,0.0,0.0
TERESINA,48.6239,139.8176,0.0,100.0,38.2353
UNIAO,0.0,137.5167,0.0,0.0,0.0
URUCUI,27.7778,136.8421,0.0,0.0,0.0
VALENCA DO PIAUI,0.0,142.1393,0.0,0.0,0.0
ANGICAL DO PIAUI,0.0,0.0,0.0,0.0,0.0
AROAZES,0.0,0.0,0.0,0.0,0.0
ARRAIAL,0.0,0.0,0.0,0.0,0.0
CAMPINAS DO PIAUI,0.0,0.0,0.0,0.0,0.0
CAPITAO DE CAMPOS,0.0,142.8571,0.0,0.0,0.0
CONCEICAO DO CANINDE,0.0,0.0,0.0,0.0,0.0
JOAQUIM PIRES,0.0,0.0,0.0,0.0,0.0
LANDRI SALES,0.0,0.0,0.0,0.0,0.0
PALMEIRAIS,0.0,0.0,0.0,0.0,0.0
ALMIRANTE TAMANDARÉ,63.6364,141.9016,0.0,0.0,100.0
ALTO PARANA,0.0,142.8571,0.0,0.0,0.0
ALTO PIQUIRI,0.0,142.8571,0.0,0.0,0.0
ALTONIA,0.0,142.8571,0.0,0.0,0.0
ANDIRA,0.0,142.8571,0.0,0.0,0.0
ANTONINA,0.0,142.8571,0.0,0.0,0.0
APUCARANA,0.0,142.8571,0.0,0.0,0.0
ARAPONGAS,0.0,141.8651,0.0,0.0,0.0
ARAPOTI,0.0,142.8571,0.0,0.0,0.0
ARAUCARIA,0.0,142.8571,0.0,0.0,0.0
ASSAI,0.0,142.8571,0.0,0.0,0.0
ASSIS CHATEAUBRIAND,0.0,142.8571,0.0,0.0,0.0
ASTORGA,0.0,142.8571,0.0,0.0,0.0
BARBOSA FERRAZ,0.0,140.8451,0.0,0.0,0.0
BARRACAO,0.0,142.8571,0.0,0.0,0.0
BELA VISTA DO PARAISO,0.0,142.8571,0.0,0.0,0.0
CAMBARA,0.0,0.0,0.0,0.0,0.0
CAMBE,0.0,142.8571,0.0,0.0,0.0
CAMPINA DA LAGOA,0.0,142.8571,0.0,0.0,0.0
CAMPINA GRANDE DO SUL,0.0,142.8571,0.0,0.0,0.0
CAMPO LARGO,125.0,142.8571,0.0,0.0,0.0
CAMPO MOURAO,100.0,142.8571,0.0,0.0,0.0
CANDIDO DE ABREU,0.0,142.8571,0.0,0.0,0.0
CANTAGALO,0.0,142.3841,0.0,0.0,0.0
CASTRO,0.0,142.8571,0.0,0.0,0.0
CATANDUVAS,0.0,142.8571,0.0,0.0,0.0
CENTENARIO DO SUL,200.0,142.8571,0.0,0.0,0.0
CERRO AZUL,133.3333,140.2116,0.0,0.0,0.0
CHOPINZINHO,0.0,142.8571,0.0,0.0,0.0
CIANORTE,7.1429,142.0807,0.0,0.0,0.0
CIDADE GAUCHA,100.0,141.6149,0.0,0.0,0.0
CLEVELANDIA,0.0,142.8571,0.0,0.0,0.0
COLOMBO,100.0,142.8571,0.0,0.0,0.0
COLORADO,300.0,142.8571,0.0,0.0,0.0
CONGONHINHAS,0.0,142.8571,0.0,0.0,0.0
CORBELIA,0.0,142.8571,0.0,0.0,0.0
CORNELIO PROCOPIO,200.0,139.4958,0.0,0.0,100.0
CORONEL VIVIDA,0.0,142.8571,0.0,0.0,0.0
CRUZEIRO DO OESTE,0.0,142.8571,0.0,0.0,0.0
CURITIBA,172.0,140.3201,0.0,0.0,31.4815
CURIUVA,0.0,142.8571,0.0,0.0,0.0
DOIS VIZINHOS,0.0,142.8571,0.0,0.0,0.0
ENGENHEIRO BELTRAO,0.0,142.8571,0.0,0.0,0.0
FAXINAL,0.0,142.8571,0.0,0.0,0.0
FAZENDA RIO GRANDE,0.0,142.8571,0.0,0.0,0.0
FORMOSA DO OESTE,0.0,139.5349,0.0,0.0,0.0
FOZ DO IGUACU,300.0,139.2857,0.0,0.0,0.0
FRANCISCO BELTRAO,0.0,142.8571,0.0,0.0,0.0
GOIOERE,0.0,131.4016,0.0,0.0,0.0
GRANDES RIOS,0.0,142.8571,0.0,0.0,0.0
GUAIRA,40.0,142.8571,0.0,0.0,0.0
GUARANIACU,0.0,142.8571,0.0,0.0,0.0
GUARAPUAVA,0.0,142.0932,0.0,0.0,0.0
GUARATUBA,0.0,142.8571,0.0,0.0,0.0
IBAITI,0.0,141.7666,0.0,0.0,0.0
IBIPORA,33.3333,141.7004,0.0,0.0,0.0
ICARAIMA,50.0,142.8571,0.0,0.0,0.0
IMBITUVA,0.0,141.9587,0.0,0.0,0.0
IPIRANGA,0.0,142.8571,0.0,0.0,0.0
IRATI,150.0,142.8571,0.0,0.0,0.0
IRETAMA,300.0,142.8571,0.0,0.0,0.0
IVAIPORA,0.0,142.8571,0.0,0.0,0.0
JACAREZINHO,0.0,142.8571,0.0,0.0,0.0
JAGUAPITA,100.0,142.8571,0.0,0.0,0.0
JAGUARIAIVA,100.0,142.8571,0.0,0.0,0.0
JANDAIA DO SUL,44.4444,142.8571,0.0,0.0,0.0
JOAQUIM TAVORA,0.0,142.8571,0.0,0.0,0.0
LAPA,20.0,142.8571,0.0,0.0,0.0
LARANJEIRAS DO SUL,0.0,142.8571,0.0,0.0,0.0
LOANDA,200.0,142.8571,0.0,0.0,0.0
LONDRINA,71.4286,142.1283,0.0,0.0,0.0
MALLET,0.0,142.8571,0.0,0.0,0.0
MAMBORE,0.0,142.8571,0.0,0.0,0.0
MANDAGUACU,0.0,142.8571,0.0,0.0,0.0
MANDAGUARI,0.0,142.8571,0.0,0.0,0.0
MANGUEIRINHA,0.0,141.0935,0.0,0.0,0.0
MANOEL RIBAS,0.0,142.8571,0.0,0.0,0.0
MARECHAL CANDIDO RONDON,0.0,142.8571,0.0,0.0,0.0
MARIALVA,0.0,141.5701,0.0,0.0,0.0
MARILANDIA DO SUL,0.0,142.8571,0.0,0.0,0.0
MARINGA,63.6364,142.8571,0.0,0.0,0.0
MARMELEIRO,0.0,142.8571,0.0,0.0,0.0
MATELANDIA,42.8571,142.8571,0.0,0.0,0.0
MATINHOS,300.0,142.557,0.0,0.0,33.3333
MEDIANEIRA,0.0,142.8571,0.0,0.0,0.0
MORRETES,0.0,142.8571,0.0,0.0,0.0
NOVA ESPERANCA,0.0,142.8571,0.0,0.0,0.0
NOVA FATIMA,0.0,142.8571,0.0,0.0,0.0
NOVA LONDRINA,0.0,142.8571,0.0,0.0,0.0
ORTIGUEIRA,100.0,141.8651,0.0,0.0,0.0
PAICANDU,0.0,142.8571,0.0,0.0,0.0
PALMAS,46.6667,140.7532,0.0,0.0,0.0
PALMEIRA,0.0,142.8571,0.0,0.0,0.0
PALMITAL,160.0,142.8571,0.0,0.0,0.0
PALOTINA,0.0,142.8571,0.0,0.0,0.0
PARAISO DO NORTE,0.0,140.9266,0.0,0.0,0.0
PARANACITY,0.0,142.8571,0.0,0.0,0.0
PARANAGUA,80.0,142.4762,0.0,0.0,0.0
PARANAVAI,62.5,139.916,0.0,0.0,0.0
PATO BRANCO,100.0,142.8571,0.0,0.0,0.0
PEABIRU,21.4286,142.8571,0.0,0.0,0.0
PEROLA,0.0,142.8571,0.0,0.0,0.0
PINHAIS,0.0,142.8571,0.0,0.0,0.0
PIRAQUARA,0.0,142.8571,0.0,0.0,0.0
PITANGA,0.0,142.8571,0.0,0.0,0.0
PONTA GROSSA,100.0,142.8571,0.0,0.0,0.0
PORECATU,0.0,142.8571,0.0,0.0,0.0
PRUDENTOPOLIS,0.0,142.8571,0.0,0.0,0.0
QUEDAS DO IGUACU,30.0,140.9002,0.0,0.0,0.0
REALEZA,0.0,142.8571,0.0,0.0,0.0
REBOUCAS,100.0,141.8144,0.0,0.0,0.0
RESERVA,100.0,142.8571,0.0,0.0,0.0
RIBEIRAO CLARO,0.0,142.8571,0.0,0.0,0.0
RIBEIRAO DO PINHAL,33.3333,141.8719,0.0,0.0,0.0
RIO BRANCO DO SUL,0.0,142.8571,0.0,0.0,0.0
RIO NEGRO,0.0,142.8571,0.0,0.0,0.0
ROLANDIA,0.0,140.3509,0.0,0.0,0.0
SALTO DO LONTRA,50.0,141.2056,0.0,0.0,0.0
SANTA FE,100.0,142.8571,0.0,0.0,0.0
SANTA ISABEL DO IVAI,0.0,141.7411,0.0,0.0,0.0
SANTA MARIANA,0.0,138.5281,0.0,0.0,100.0
SANTO ANTONIO DA PLATINA,0.0,142.8571,0.0,0.0,0.0
SANTO ANTONIO DO SUDOESTE,66.6667,142.8571,0.0,0.0,0.0
SAO JERONIMO DA SERRA,0.0,142.8571,0.0,0.0,0.0
SAO JOAO DO IVAI,0.0,142.8571,0.0,0.0,0.0
SAO JOSE DOS PINHAIS,50.0,142.2136,0.0,0.0,0.0
SAO MATEUS DO SUL,0.0,142.8571,0.0,0.0,0.0
SAO MIGUEL DO IGUACU,50.0,141.0373,0.0,0.0,0.0
SARANDI,16.6667,137.8092,0.0,0.0,0.0
SENGES,200.0,142.8571,0.0,0.0,100.0
SERTANOPOLIS,100.0,141.0138,0.0,0.0,0.0
SIQUEIRA CAMPOS,200.0,142.8571,0.0,0.0,0.0
TEIXEIRA SOARES,0.0,0.0,0.0,0.0,0.0
TELEMACO BORBA,0.0,142.8571,0.0,0.0,0.0
TERRA BOA,0.0,142.8571,0.0,0.0,0.0
TERRA RICA,0.0,142.8571,0.0,0.0,0.0
TERRA ROXA,0.0,142.8571,0.0,0.0,0.0
TIBAGI,0.0,142.8571,0.0,0.0,0.0
TOLEDO,60.0,142.8571,0.0,0.0,0.0
TOMAZINA,0.0,142.8571,0.0,0.0,0.0
UBIRATA,0.0,141.7497,0.0,0.0,0.0
UMUARAMA,0.0,142.8571,0.0,0.0,0.0
UNIAO DA VITORIA,0.0,142.8571,0.0,0.0,0.0
URAI,0.0,142.8571,0.0,0.0,0.0
WENCESLAU BRAZ,0.0,142.8571,0.0,0.0,0.0
XAMBRE,0.0,142.8571,0.0,0.0,0.0
BOCAIUVA DO SUL,200.0,142.8571,0.0,0.0,0.0
CAPITAO LEONIDAS MARQUES,26.4706,132.1839,0.0,0.0,0.0
CARLOPOLIS,0.0,142.8571,0.0,0.0,0.0
PINHAO,0.0,142.8571,0.0,0.0,0.0
PIRAI DO SUL,100.0,132.7434,0.0,0.0,0.0
SAO JOAO DO TRIUNFO,0.0,0.0,0.0,0.0,0.0
ANGRA DOS REIS,33.3333,141.1632,0.0,0.0,0.0
ARARUAMA,0.0,137.5205,0.0,0.0,0.0
ARMACAO DOS BUZIOS,61.1111,141.4966,0.0,0.0,0.0
ARRAIAL DO CABO,0.0,136.8631,0.0,0.0,0.0
BARRA DO PIRAI,16.6667,132.3459,0.0,0.0,0.0
